,xyref,xgbound,dydx,dldp,xh,yh,ww
0,618.410663232268,20,0.9270558386668463,9012.997380961599,20,1.116264467969871,9946.428677746422
1,542.3657549375419,195,0.00946043146515124,46.66947643241632,21,1.1257248994350224,9993.100242585664
2,,,,,22.0,1.1351853309001736,10039.771807424906
3,,,,,23.0,1.1446457623653248,10086.443372264146
4,,,,,24.0,1.154106193830476,10133.114937103388
5,,,,,25.0,1.1635666252956272,10179.786501942628
6,,,,,26.0,1.1730270567607786,10226.45806678187
7,,,,,27.0,1.1824874882259298,10273.129631621112
8,,,,,28.0,1.191947919691081,10319.801196460354
9,,,,,29.0,1.2014083511562323,10366.472761299594
10,,,,,30.0,1.2108687826213835,10413.144326138836
11,,,,,31.0,1.2203292140865347,10459.815890978076
12,,,,,32.0,1.229789645551686,10506.487455817318
13,,,,,33.0,1.239250077016837,10553.15902065656
14,,,,,34.0,1.2487105084819885,10599.8305854958
15,,,,,35.0,1.2581709399471397,10646.502150335042
16,,,,,36.0,1.2676313714122909,10693.173715174282
17,,,,,37.0,1.2770918028774423,10739.845280013524
18,,,,,38.0,1.2865522343425935,10786.516844852766
19,,,,,39.0,1.2960126658077447,10833.188409692006
20,,,,,40.0,1.3054730972728958,10879.859974531248
21,,,,,41.0,1.314933528738047,10926.53153937049
22,,,,,42.0,1.3243939602031984,10973.20310420973
23,,,,,43.0,1.3338543916683496,11019.874669048972
24,,,,,44.0,1.3433148231335008,11066.546233888213
25,,,,,45.0,1.3527752545986522,11113.217798727454
26,,,,,46.0,1.3622356860638034,11159.889363566695
27,,,,,47.0,1.3716961175289546,11206.560928405936
28,,,,,48.0,1.3811565489941058,11253.232493245177
29,,,,,49.0,1.390616980459257,11299.90405808442
30,,,,,50.0,1.4000774119244084,11346.57562292366
31,,,,,51.0,1.4095378433895596,11393.247187762901
32,,,,,52.0,1.4189982748547108,11439.918752602141
33,,,,,53.0,1.4284587063198622,11486.590317441383
34,,,,,54.0,1.4379191377850131,11533.261882280625
35,,,,,55.0,1.4473795692501645,11579.933447119865
36,,,,,56.0,1.4568400007153157,11626.605011959107
37,,,,,57.0,1.466300432180467,11673.276576798347
38,,,,,58.0,1.4757608636456183,11719.94814163759
39,,,,,59.0,1.4852212951107695,11766.619706476831
40,,,,,60.0,1.4946817265759207,11813.291271316071
41,,,,,61.0,1.504142158041072,11859.962836155313
42,,,,,62.0,1.513602589506223,11906.634400994553
43,,,,,63.0,1.5230630209713745,11953.305965833795
44,,,,,64.0,1.5325234524365257,11999.977530673037
45,,,,,65.0,1.5419838839016768,12046.649095512279
46,,,,,66.0,1.5514443153668283,12093.32066035152
47,,,,,67.0,1.5609047468319792,12139.992225190761
48,,,,,68.0,1.5703651782971306,12186.663790030001
49,,,,,69.0,1.5798256097622818,12233.335354869243
50,,,,,70.0,1.589286041227433,12280.006919708485
51,,,,,71.0,1.5987464726925844,12326.678484547725
52,,,,,72.0,1.6082069041577356,12373.350049386967
53,,,,,73.0,1.6176673356228868,12420.021614226207
54,,,,,74.0,1.6271277670880382,12466.693179065449
55,,,,,75.0,1.6365881985531892,12513.36474390469
56,,,,,76.0,1.6460486300183406,12560.036308743931
57,,,,,77.0,1.6555090614834918,12606.707873583173
58,,,,,78.0,1.664969492948643,12653.379438422415
59,,,,,79.0,1.6744299244137943,12700.051003261655
60,,,,,80.0,1.6838903558789455,12746.722568100897
61,,,,,81.0,1.6933507873440967,12793.394132940139
62,,,,,82.0,1.7028112188092481,12840.065697779379
63,,,,,83.0,1.712271650274399,12886.737262618619
64,,,,,84.0,1.7217320817395505,12933.40882745786
65,,,,,85.0,1.7311925132047017,12980.080392297103
66,,,,,86.0,1.7406529446698529,13026.751957136345
67,,,,,87.0,1.7501133761350043,13073.423521975585
68,,,,,88.0,1.7595738076001555,13120.095086814827
69,,,,,89.0,1.7690342390653067,13166.766651654067
70,,,,,90.0,1.778494670530458,13213.438216493309
71,,,,,91.0,1.787955101995609,13260.10978133255
72,,,,,92.0,1.7974155334607604,13306.781346171792
73,,,,,93.0,1.8068759649259116,13353.452911011032
74,,,,,94.0,1.8163363963910628,13400.124475850273
75,,,,,95.0,1.8257968278562142,13446.796040689514
76,,,,,96.0,1.8352572593213652,13493.467605528756
77,,,,,97.0,1.8447176907865166,13540.139170367998
78,,,,,98.0,1.8541781222516678,13586.810735207238
79,,,,,99.0,1.863638553716819,13633.48230004648
80,,,,,100.0,1.8730989851819704,13680.15386488572
81,,,,,101.0,1.8825594166471216,13726.825429724962
82,,,,,102.0,1.8920198481122728,13773.496994564204
83,,,,,103.0,1.9014802795774242,13820.168559403444
84,,,,,104.0,1.9109407110425751,13866.840124242686
85,,,,,105.0,1.9204011425077265,13913.511689081926
86,,,,,106.0,1.929861573972878,13960.183253921168
87,,,,,107.0,1.939322005438029,14006.85481876041
88,,,,,108.0,1.9487824369031803,14053.526383599652
89,,,,,109.0,1.9582428683683313,14100.197948438892
90,,,,,110.0,1.9677032998334827,14146.869513278132
91,,,,,111.0,1.977163731298634,14193.541078117374
92,,,,,112.0,1.986624162763785,14240.212642956616
93,,,,,113.0,1.9960845942289365,14286.884207795858
94,,,,,114.0,2.005545025694088,14333.555772635098
95,,,,,115.0,2.015005457159239,14380.22733747434
96,,,,,116.0,2.0244658886243903,14426.89890231358
97,,,,,117.0,2.033926320089541,14473.570467152822
98,,,,,118.0,2.0433867515546926,14520.242031992064
99,,,,,119.0,2.052847183019844,14566.913596831306
100,,,,,120.0,2.062307614484995,14613.585161670544
101,,,,,121.0,2.0717680459501464,14660.256726509786
102,,,,,122.0,2.081228477415298,14706.928291349028
103,,,,,123.0,2.090688908880449,14753.59985618827
104,,,,,124.0,2.1001493403456,14800.27142102751
105,,,,,125.0,2.109609771810751,14846.942985866752
106,,,,,126.0,2.1190702032759026,14893.614550705992
107,,,,,127.0,2.128530634741054,14940.286115545234
108,,,,,128.0,2.137991066206205,14986.957680384476
109,,,,,129.0,2.1474514976713563,15033.629245223718
110,,,,,130.0,2.1569119291365073,15080.30081006296
111,,,,,131.0,2.1663723606016587,15126.9723749022
112,,,,,132.0,2.17583279206681,15173.64393974144
113,,,,,133.0,2.185293223531961,15220.315504580682
114,,,,,134.0,2.1947536549971125,15266.987069419924
115,,,,,135.0,2.204214086462264,15313.658634259164
116,,,,,136.0,2.213674517927415,15360.330199098406
117,,,,,137.0,2.2231349493925663,15407.001763937646
118,,,,,138.0,2.2325953808577172,15453.673328776888
119,,,,,139.0,2.2420558123228687,15500.34489361613
120,,,,,140.0,2.25151624378802,15547.01645845537
121,,,,,141.0,2.260976675253171,15593.688023294611
122,,,,,142.0,2.2704371067183224,15640.359588133852
123,,,,,143.0,2.279897538183474,15687.031152973093
124,,,,,144.0,2.289357969648625,15733.702717812335
125,,,,,145.0,2.298818401113776,15780.374282651575
126,,,,,146.0,2.308278832578927,15827.045847490817
127,,,,,147.0,2.3177392640440786,15873.717412330057
128,,,,,148.0,2.32719969550923,15920.3889771693
129,,,,,149.0,2.336660126974381,15967.060542008541
130,,,,,150.0,2.3461205584395324,16013.732106847783
